UF,Aparelho,SaleAmt,SaleQt,BcpFund,SaleCostAmt,GrossProfitAmt,Price,SMU%,GM%,BCP%,Cost
PR,SAMSUNG A546E GALAXY A54 5G 128GB,3103.59,2,446.0,2538.01,174.7,1551.795,0.18223412241952064,0.05628965166146301,0.14370454860339155,1269.005
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,876.12,1,223.55,620.53,152.22,876.12,0.29172944345523444,0.1737433228324887,0.25515911062411545,620.53
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,4380.62,5,1113.64,3106.67,756.76,876.124,0.2908149987901255,0.17275180225630163,0.254219722322411,621.3340000000001
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,1752.24,2,447.36,1240.79,304.71,876.12,0.2918835319362645,0.17389741131351868,0.25530749212436654,620.395
PR,SAMSUNG A346M GALAXY A34 5G 128GB,2629.25,2,404.71,2123.7,176.33,1314.625,0.19227916706285064,0.06706475230579063,0.15392602453171056,1061.85
PR,SAMSUNG A346M GALAXY A34 5G 128GB,1314.62,1,229.48,1035.2,116.75,1314.62,0.2125481127626233,0.08880893337998814,0.17455994888256685,1035.2
PR,SAMSUNG A146M GALAXY A14 5G 128GB,876.12,1,153.29,689.55,78.19,876.12,0.21295028078345435,0.08924576542026207,0.17496461671917088,689.55
ES,SAMSUNG A145M GALAXY A14 128GB,788.42,1,92.65,665.03,22.63,788.42,0.15650287917607364,0.028702975571395957,0.11751350802871567,665.03
PR,LENOVO XT2343-1 MOTO G54 5G 128GB,1139.22,1,311.7,786.22,220.08,1139.22,0.30986113305595053,0.1931848106599252,0.2736082582819824,786.22
PR,SAMSUNG A346M GALAXY A34 5G 128GB,1558.14,1,443.6,1058.35,319.19,1558.14,0.3207606505192089,0.2048532224318739,0.28469842247808286,1058.35
PR,SAMSUNG A055M GALAXY A05 128GB,700.72,1,235.72,440.37,181.73,700.72,0.37154640940746664,0.25934752825665025,0.3363968489553602,440.37
ES,SAMSUNG A145M GALAXY A14 128GB,2312.65,3,275.33,1947.21,70.13,770.8833333333333,0.15801785830108317,0.030324519490627633,0.11905389920653794,649.07
SC,LENOVO XT2335-1 MOTO G53 5G 128GB,876.12,1,140.98,701.65,148.56,876.12,0.19913938729854364,0.16956581290234216,0.1609140300415468,701.65
PR,SAMSUNG A546E GALAXY A54 5G 128GB,4768.78,3,784.51,3802.26,372.99,1589.5933333333332,0.20267657556020613,0.07821497322166257,0.16450958106685568,1267.42
ES,SAMSUNG A057M GALAXY A05s 128GB,876.12,1,150.18,692.61,74.9,876.12,0.20945760854677442,0.08549057206775328,0.1714148746747021,692.61
PR,SAMSUNG A546E GALAXY A54 5G 128GB,4864.72,3,874.13,3806.22,458.3,1621.5733333333335,0.2175870348139256,0.09420891644328964,0.17968762847604794,1268.74
RS,SAMSUNG A146M GALAXY A14 5G 128GB,3504.48,4,1174.01,2207.19,347.62,876.12,0.3701804547322285,0.09919303291786513,0.3350026252111583,551.7975
PR,LENOVO XT2341-1 MOTO G14 128GB,1299.31,2,217.35,1032.43,105.42,649.655,0.20540132839738,0.08113537185121335,0.16728109535060917,516.215
MG,LENOVO XT2341-1 MOTO G14 128GB,744.57,1,274.95,443.88,76.41,744.57,0.40384382932430807,0.10262299045086425,0.36927354043273297,443.88
PR,SAMSUNG A055M GALAXY A05 128GB,1401.45,2,471.44,880.74,363.46,700.725,0.3715508937172215,0.2593456776909629,0.33639444860680007,440.37
RS,LENOVO XT2341-1 MOTO G14 128GB,744.57,1,273.69,445.12,99.42,744.57,0.40217843856185453,0.13352673355090858,0.36758128852894956,445.12
SC,SAMSUNG A546E GALAXY A54 5G 128GB,1753.12,1,406.28,1282.0,428.11,1753.12,0.2687323172401205,0.24419891393629645,0.23174682851145387,1282.0
ES,LENOVO XT2335-1 MOTO G53 5G 128GB,3759.7,4,745.73,2872.7,428.14,939.925,0.23592307896906672,0.11387610713620767,0.19834827246854803,718.175
SC,LENOVO XT2335-1 MOTO G53 5G 128GB,876.12,1,151.76,691.06,159.91,876.12,0.21122677258822997,0.18252065927041958,0.17321828060083092,691.06
MG,SAMSUNG A346M GALAXY A34 5G 128GB,1402.32,1,453.93,898.78,76.59,1402.32,0.3590763877003822,0.05461663529009071,0.3236992983056649,898.78
MG,SAMSUNG A145M GALAXY A14 128GB,770.88,1,240.66,502.79,32.75,770.88,0.34777137816521375,0.042483914487339146,0.3121886674968867,502.79
RS,SAMSUNG A055M GALAXY A05 128GB,700.72,1,267.63,409.02,104.17,700.72,0.41628610571983105,0.14866137686950565,0.38193572325607944,409.02
PR,SAMSUNG S711B GALAXY S23 FE 5G 128GB,5260.25,2,1343.18,3724.68,914.93,2630.125,0.29191958557102804,0.1739327978708236,0.2553452782662421,1862.34
PR,SAMSUNG A546E GALAXY A54 5G 128GB,1665.42,1,264.44,1337.25,120.21,1665.42,0.1970493929459236,0.07217999063299348,0.15878276951159467,1337.25
MG,SAMSUNG A145M GALAXY A14 128GB,1576.85,2,538.68,982.88,115.88,788.425,0.37668135840441386,0.0734882836033865,0.34161778228747186,491.44
SC,SAMSUNG A057M GALAXY A05s 128GB,876.12,1,201.24,642.45,212.05,876.12,0.26671003972058616,0.24203305483267135,0.22969456238871389,642.45
PR,SAMSUNG A146M GALAXY A14 5G 128GB,902.43,1,178.5,690.02,102.24,902.43,0.23537559699921318,0.11329410591403212,0.1977992752900502,690.02
MG,SAMSUNG A146M GALAXY A14 5G 128GB,832.32,1,236.74,565.56,11.01,832.32,0.32050173010380634,0.013228085351787773,0.28443387158785083,565.56
PR,SAMSUNG A145M GALAXY A14 128GB,770.88,1,158.23,583.78,93.4,770.88,0.24270963055209638,0.12116023246160233,0.20525892486508923,583.78
PR,LENOVO XT2341-1 MOTO G14 128GB,744.57,1,210.23,507.46,150.69,744.57,0.31845226103657154,0.20238526935009468,0.28235088708919237,507.46
PR,SAMSUNG A546E GALAXY A54 5G 128GB,1621.57,1,322.55,1238.11,185.62,1621.57,0.23647452777246747,0.11446931060638764,0.19891216537059764,1238.11
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,2628.36,3,670.38,1861.84,456.37,876.12,0.2916343271089197,0.1736329878707635,0.2550563849700954,620.6133333333333
MG,LENOVO XT2341-1 MOTO G14 128GB,788.42,1,315.61,445.97,106.71,788.42,0.4343497120823926,0.1353466426523934,0.4003069429999239,445.97
PR,SAMSUNG A145M GALAXY A14 128GB,788.42,1,164.27,594.67,98.1,788.42,0.24574465386469146,0.12442606732452247,0.2083534156921438,594.67
RS,LENOVO XT2341-1 MOTO G14 128GB,1489.15,2,548.15,889.48,199.65,744.575,0.40269281133532553,0.1340697713460699,0.3680958936305946,444.74
MG,LENOVO XT2341-1 MOTO G14 128GB,744.57,1,258.59,459.95,59.17,744.57,0.3822609022657373,0.07946868662449467,0.34730112682487874,459.95
ES,SAMSUNG A145M GALAXY A14 128GB,2312.65,3,262.22,1960.09,56.32,770.8833333333333,0.15244848982768688,0.024353014939571486,0.11338507772468813,653.3633333333333
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,832.27,1,180.41,620.86,110.93,832.27,0.2540161245749576,0.13328607302918524,0.21676859672942675,620.86
PR,SAMSUNG A546E GALAXY A54 5G 128GB,1482.02,1,149.47,1274.33,16.51,1482.02,0.1401398091793633,0.011140200537104763,0.1008555889934009,1274.33
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,2368.47,3,418.97,1859.62,216.16,789.4899999999999,0.21484333768213237,0.091265669398388,0.17689478861881303,619.8733333333333
PR,SAMSUNG A145M GALAXY A14 128GB,1571.87,2,315.14,1197.73,182.55,785.935,0.23802222830132258,0.11613555828408204,0.20048731765349553,598.865
PR,LENOVO XT2341-1 MOTO G14 128GB,744.57,1,200.35,517.17,140.28,744.57,0.30541117692090747,0.18840404528788426,0.2690814832722242,517.17
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,876.12,1,223.51,620.56,152.18,876.12,0.29169520157056117,0.1736976669862576,0.2551134547778843,620.56
PR,SAMSUNG A055M GALAXY A05 128GB,700.72,1,235.72,440.37,181.73,700.72,0.37154640940746664,0.25934752825665025,0.3363968489553602,440.37
PR,SAMSUNG A146M GALAXY A14 5G 128GB,824.58,1,102.67,689.86,29.74,824.58,0.16338014504353737,0.0360668461519804,0.12451187271095587,689.86
PR,SAMSUNG A346M GALAXY A34 5G 128GB,2629.25,2,404.71,2123.7,176.33,1314.625,0.19227916706285064,0.06706475230579063,0.15392602453171056,1061.85
PR,SAMSUNG S711B GALAXY S23 FE 5G 128GB,2630.12,1,675.36,1858.64,461.43,2630.12,0.2933250193907502,0.1754406643042903,0.2567791583653978,1858.64
PR,SAMSUNG A055M GALAXY A05 128GB,2032.1,3,638.76,1321.11,479.77,677.3666666666667,0.3498794350671719,0.23609566458343587,0.3143349244623788,440.36999999999995
SC,LENOVO XT2239-1 MOTO E22 128GB,596.69,1,44.14,528.83,46.51,596.69,0.11372739613534666,0.07794667247649532,0.07397476076354556,528.83
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,4911.73,6,1000.23,3727.41,586.71,818.6216666666666,0.24112074564359198,0.11945078414326522,0.2036410796196045,621.235
PR,SAMSUNG A346M GALAXY A34 5G 128GB,1360.74,1,264.92,1044.6,149.7,1360.74,0.2323294677895852,0.11001366903302613,0.19468818437026914,1044.6
PR,SAMSUNG A146M GALAXY A14 5G 128GB,902.43,1,178.5,690.02,102.24,902.43,0.23537559699921318,0.11329410591403212,0.1977992752900502,690.02
PR,SAMSUNG A145M GALAXY A14 128GB,788.42,1,172.49,586.59,106.76,788.42,0.2559929986555388,0.1354100606275843,0.2187793308135258,586.59
PR,SAMSUNG A057M GALAXY A05s 128GB,1752.25,2,505.17,1184.0,365.63,876.125,0.32429733200171207,0.2086631473819375,0.28829790269653305,592.0
PR,SAMSUNG A146M GALAXY A14 5G 128GB,876.12,1,166.08,676.99,91.66,876.12,0.2272862165000228,0.10462037163858831,0.1895630735515683,676.99
PR,SAMSUNG A145M GALAXY A14 128GB,770.88,1,135.97,605.65,69.94,770.88,0.21433945620589456,0.0907274802822748,0.17638283520132836,605.65
PR,SAMSUNG A245M GALAXY A24 128GB,1077.83,1,227.33,810.24,137.01,1077.83,0.24826735199428474,0.12711652115825317,0.21091452269838473,810.24
PR,SAMSUNG A546E GALAXY A54 5G 128GB,1577.72,1,294.7,1223.42,160.45,1577.72,0.22456456151915416,0.10169738610146287,0.18678853028420758,1223.42
SC,SAMSUNG A057M GALAXY A05s 128GB,876.12,1,201.24,642.45,212.05,876.12,0.26671003972058616,0.24203305483267135,0.22969456238871389,642.45
SC,LENOVO XT2239-1 MOTO E22 128GB,691.95,1,150.8,515.39,158.91,691.95,0.2551629452995159,0.2296553219163234,0.21793482188019367,515.39
PR,SAMSUNG A055M GALAXY A05 128GB,2051.62,3,630.53,1347.92,469.24,683.8733333333333,0.34299724120451147,0.22871681890408557,0.30733274193076693,449.3066666666667
PR,SAMSUNG A346M GALAXY A34 5G 128GB,1314.62,1,205.91,1058.35,91.92,1314.62,0.1949384613044074,0.06992134609240694,0.1566308134670095,1058.35
PR,SAMSUNG A245M GALAXY A24 128GB,1007.67,1,158.85,810.24,71.53,1007.67,0.19592723808389645,0.07098554090128713,0.15764089434040907,810.24
MG,LENOVO XT2341-1 MOTO G14 128GB,3153.69,4,1238.63,1807.31,401.72,788.4225,0.4269221134607397,0.12738094105634987,0.3927557876646088,451.8275
PR,SAMSUNG A146M GALAXY A14 5G 128GB,2350.52,3,271.74,1987.05,62.74,783.5066666666667,0.15463386825042968,0.026691966033048006,0.11560846110647857,662.35
PR,SAMSUNG A145M GALAXY A14 128GB,1551.47,2,325.73,1167.77,195.63,775.735,0.2473138378441092,0.12609331795007314,0.20994927391441665,583.885
RS,LENOVO XT2341-1 MOTO G14 128GB,744.57,1,270.36,448.38,95.91,744.57,0.39780007252508165,0.12881260324751198,0.36310890849752203,448.38
MG,SAMSUNG A146M GALAXY A14 5G 128GB,876.12,1,261.17,583.56,24.22,876.12,0.33392685933433786,0.027644614892937038,0.2980984340044743,583.56
PR,LENOVO XT2239-1 MOTO E22 128GB,691.95,1,216.25,451.09,162.04,691.95,0.34808873473516877,0.2341787701423513,0.31252258111135195,451.09
PR,SAMSUNG A057M GALAXY A05s 128GB,876.12,1,252.59,592.0,182.81,876.12,0.32429347577957357,0.20865863123772999,0.2883052549879012,592.0
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,924.74,1,270.67,620.86,197.23,924.74,0.3286112853342561,0.21328157103618314,0.29269848822371697,620.86
PR,SAMSUNG A346M GALAXY A34 5G 128GB,1402.32,1,287.95,1061.85,170.02,1402.32,0.24279051856922818,0.12124194192481033,0.20533829653716698,1061.85
RS,LENOVO XT2341-1 MOTO G14 128GB,744.57,1,281.19,437.75,107.32,744.57,0.41207676914192093,0.14413688437621713,0.37765421652766024,437.75
MG,LENOVO XT2341-1 MOTO G14 128GB,744.57,1,269.98,448.76,71.17,744.57,0.3972897108398137,0.09558537142243173,0.36259854681225406,448.76
PR,SAMSUNG A055M GALAXY A05 128GB,700.72,1,226.17,449.76,171.66,700.72,0.35814590706701677,0.2449765955017696,0.32276801004680894,449.76
PR,LENOVO XT2239-1 MOTO E22 128GB,691.95,1,198.3,468.72,143.13,691.95,0.3226100151745068,0.20685020593973552,0.2865814003902016,468.72
PR,LENOVO XT2341-1 MOTO G14 128GB,744.57,1,205.74,511.87,145.96,744.57,0.3125293793733296,0.1960326094255745,0.27632056086063095,511.87
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,876.12,1,223.5,620.58,152.16,876.12,0.29167237364744547,0.17367483906314202,0.25510204081632654,620.58
PR,SAMSUNG A146M GALAXY A14 5G 128GB,876.12,1,154.37,688.49,79.32,876.12,0.21416016070857868,0.09053554307629091,0.17619732456741086,688.49
PR,SAMSUNG A146M GALAXY A14 5G 128GB,3226.64,4,518.15,2585.13,239.04,806.66,0.19881672575806408,0.07408325688642055,0.1605850048347507,646.2825
PR,LENOVO XT2239-1 MOTO E22 128GB,691.95,1,94.23,570.97,33.47,691.95,0.17483922248717398,0.048370547004841384,0.1361803598525905,570.97
PR,SAMSUNG A546E GALAXY A54 5G 128GB,1657.14,1,328.24,1266.62,188.22,1657.14,0.23565902699832253,0.11358123031246604,0.19807620357966133,1266.62
PR,SAMSUNG A146M GALAXY A14 5G 128GB,902.43,1,189.31,679.39,113.64,902.43,0.24715490398147222,0.12592666467205213,0.20977804372638323,679.39
ES,SAMSUNG SMG990E GALAXY S21 FE 5G 128GB,1815.08,1,218.44,1525.96,57.5,1815.08,0.15928774489278708,0.03167904444983141,0.12034731251515085,1525.96
PR,SAMSUNG A055M GALAXY A05 128GB,700.72,1,235.72,440.37,181.73,700.72,0.37154640940746664,0.25934752825665025,0.3363968489553602,440.37
PR,SAMSUNG A057M GALAXY A05s 128GB,876.12,1,252.59,592.0,182.81,876.12,0.32429347577957357,0.20865863123772999,0.2883052549879012,592.0
PR,SAMSUNG A346M GALAXY A34 5G 128GB,6573.12,5,1011.77,5309.25,440.83,1314.624,0.19227855265079596,0.0670655639939633,0.1539253809454262,1061.85
PR,LENOVO XT2341-1 MOTO G14 128GB,744.57,1,189.61,527.73,128.96,744.57,0.2912284942987228,0.17320063929516366,0.25465705037807057,527.73
PR,SAMSUNG A055M GALAXY A05 128GB,1401.45,2,442.78,908.89,333.26,700.725,0.3514645545684827,0.23779656784045095,0.31594420064932743,454.445
PR,LENOVO XT2343-1 MOTO G54 5G 128GB,1051.52,1,279.89,733.38,194.9,1051.52,0.3025524954351796,0.18535073037127206,0.26617658247108944,733.38
MG,SAMSUNG A146M GALAXY A14 5G 128GB,3460.69,4,958.47,2376.95,18.56,865.1725,0.3131572027543641,0.005363092331298093,0.27695921911526317,594.2375
RS,SAMSUNG A145M GALAXY A14 128GB,788.42,1,241.09,519.19,53.94,788.42,0.34148042921285604,0.06841531163593009,0.3057887927754243,519.19
PR,SAMSUNG A546E GALAXY A54 5G 128GB,1577.72,1,374.19,1145.32,244.21,1577.72,0.27406637426159275,0.1547866541591664,0.2371713612047765,1145.32
PR,SAMSUNG A145M GALAXY A14 128GB,2399.17,3,504.42,1805.11,303.3,799.7233333333334,0.24761063201023692,0.12641871980726668,0.21024771066660553,601.7033333333333
PR,SAMSUNG A346M GALAXY A34 5G 128GB,2629.25,2,404.71,2123.7,176.34,1314.625,0.19227916706285064,0.06706855567176952,0.15392602453171056,1061.85
MG,SAMSUNG A145M GALAXY A14 128GB,770.88,1,249.76,493.85,42.34,770.88,0.35936851390618507,0.05492424242424243,0.3239933582399336,493.85
MG,SAMSUNG S711B GALAXY S23 FE 5G 128GB,2621.67,1,980.22,1551.01,281.85,2621.67,0.40838854623198195,0.10750780990742542,0.3738914508691025,1551.01
PR,LENOVO XT2343-1 MOTO G54 5G 128GB,3154.57,3,839.67,2200.12,584.69,1051.5233333333333,0.30256104635497083,0.18534697280453438,0.26617573869021766,733.3733333333333
PR,SAMSUNG A546E GALAXY A54 5G 128GB,3243.15,2,805.67,2318.47,540.42,1621.575,0.28511786380525117,0.16663429073585864,0.24842205880085716,1159.235
SC,SAMSUNG A546E GALAXY A54 5G 128GB,1577.72,1,250.56,1266.79,264.02,1577.72,0.19707552670942885,0.1673427477625941,0.15881144943335954,1266.79
RS,LENOVO XT2335-1 MOTO G53 5G 128GB,963.82,1,387.03,544.01,163.2,963.82,0.4355688821564193,0.16932622273868564,0.4015583822705484,544.01
PR,SAMSUNG A346M GALAXY A34 5G 128GB,1314.62,1,240.47,1024.4,128.33,1314.62,0.22076341452282777,0.09761756248954072,0.18291977909966378,1024.4
PR,SAMSUNG A346M GALAXY A34 5G 128GB,1237.29,1,126.87,1061.85,15.98,1237.29,0.14179375894091129,0.012915323004307802,0.10253861261304949,1061.85
PR,SAMSUNG A145M GALAXY A14 128GB,1403.02,2,168.73,1179.66,44.33,701.51,0.15919944120539975,0.03159612835169848,0.12026200624367435,589.83
PR,SAMSUNG A546E GALAXY A54 5G 128GB,3103.59,2,620.53,2366.53,358.62,1551.795,0.23748626590496813,0.11555005654741766,0.19993942498848105,1183.265
PR,SAMSUNG A146M GALAXY A14 5G 128GB,902.43,1,188.4,680.29,112.67,902.43,0.24615759671110227,0.12485178905843114,0.20876965526412022,680.29
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,876.12,1,226.9,617.23,155.75,876.12,0.29549605076930097,0.17777245126238414,0.2589827877459709,617.23
MG,SAMSUNG A346M GALAXY A34 5G 128GB,1306.46,1,412.51,847.54,60.41,1306.46,0.3512698436997689,0.04623945624052783,0.3157463680480076,847.54
PR,SAMSUNG A146M GALAXY A14 5G 128GB,902.43,1,178.5,690.02,102.24,902.43,0.23537559699921318,0.11329410591403212,0.1977992752900502,690.02
PR,SAMSUNG A546E GALAXY A54 5G 128GB,1621.57,1,285.69,1274.33,146.77,1621.57,0.2141381500644437,0.09051104793502594,0.17618110843195176,1274.33
MG,LENOVO XT2341-1 MOTO G14 128GB,744.57,1,269.14,449.58,70.29,744.57,0.396188404045288,0.09440348120391635,0.36147037887639843,449.58
PR,SAMSUNG A346M GALAXY A34 5G 128GB,2804.65,2,594.68,2105.26,359.82,1402.325,0.24936801383416818,0.1282940830406646,0.2120335870786016,1052.63
PR,SAMSUNG A546E GALAXY A54 5G 128GB,1947.91,1,610.36,1268.29,457.84,1947.91,0.34889702296307323,0.2350416600356279,0.31334096544501544,1268.29
MG,LENOVO XT2335-1 MOTO G53 5G 128GB,1752.25,2,614.46,1076.62,145.5,876.125,0.3855785418747325,0.08303609644742474,0.3506691396775575,538.31
RS,SAMSUNG S711B GALAXY S23 FE 5G 128GB,2630.12,1,1011.03,1528.85,397.81,2630.12,0.41871473544933313,0.15125165391693154,0.38440451386248536,1528.85
PR,SAMSUNG A146M GALAXY A14 5G 128GB,2628.37,3,594.27,1936.62,376.17,876.1233333333333,0.2631859289217272,0.14311911945426253,0.22609830427222957,645.54
RS,SAMSUNG A145M GALAXY A14 128GB,770.88,1,236.94,506.45,54.01,770.88,0.3430235574927356,0.07006278538812785,0.3073630136986301,506.45
PR,SAMSUNG S711B GALAXY S23 FE 5G 128GB,2630.12,1,671.59,1862.34,457.46,2630.12,0.29191823947196327,0.17393122747251075,0.2553457636913905,1862.34
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,876.12,1,96.02,745.82,17.83,876.12,0.14872391909784044,0.020351093457517233,0.1095968588777793,745.82
PR,SAMSUNG A346M GALAXY A34 5G 128GB,1314.62,1,215.87,1048.57,102.41,1314.62,0.20237787345392588,0.07790083826504998,0.1642071473125314,1048.57
MG,SAMSUNG SMG990E GALAXY S21 FE 5G 128GB,1753.12,1,528.02,1162.39,54.16,1753.12,0.33695924979465175,0.030893492744364332,0.30118873779319155,1162.39
RS,LENOVO XT2335-1 MOTO G53 5G 128GB,924.74,1,350.69,542.24,134.83,924.74,0.4136297770184052,0.1458031446676904,0.37923091896100525,542.24
PR,SAMSUNG A146M GALAXY A14 5G 128GB,2429.36,3,289.97,2044.75,74.44,809.7866666666667,0.15831741693285484,0.030641815128264232,0.11936065465801693,681.5833333333334
PR,SAMSUNG A346M GALAXY A34 5G 128GB,2456.08,2,247.83,2111.78,27.48,1228.04,0.14018273020422778,0.01118856063320413,0.10090469365818704,1055.89
PR,SAMSUNG S711B GALAXY S23 FE 5G 128GB,2630.12,1,671.59,1862.34,457.46,2630.12,0.29191823947196327,0.17393122747251075,0.2553457636913905,1862.34
PR,SAMSUNG A146M GALAXY A14 5G 128GB,876.12,1,183.97,659.41,110.51,876.12,0.24735196091859568,0.12613568917499887,0.20998265077843217,659.41
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,876.12,1,223.15,620.92,151.8,876.12,0.29128429895448116,0.17326393644706206,0.2547025521618043,620.92
PR,SAMSUNG A055M GALAXY A05 128GB,605.45,1,142.72,440.37,92.79,605.45,0.27265670162688915,0.1532579073416467,0.23572549343463536,440.37
PR,SAMSUNG A346M GALAXY A34 5G 128GB,2629.25,2,470.11,2059.45,245.24,1314.625,0.21671579347722747,0.09327374726633071,0.1788000380336598,1029.725
PR,SAMSUNG A055M GALAXY A05 128GB,1306.17,2,340.24,918.28,234.26,653.085,0.29696746977805344,0.17934878308336585,0.2604867666536515,459.14
MG,SAMSUNG A546E GALAXY A54 5G 128GB,1621.57,1,537.44,1026.99,101.77,1621.57,0.36666933897395726,0.06276016453190426,0.33143188391497136,1026.99
PR,SAMSUNG A146M GALAXY A14 5G 128GB,876.12,1,134.66,707.85,58.56,876.12,0.19206273113272154,0.06684015888234489,0.15370040633703144,707.85
PR,SAMSUNG A346M GALAXY A34 5G 128GB,1314.62,1,229.48,1035.2,116.75,1314.62,0.2125481127626233,0.08880893337998814,0.17455994888256685,1035.2
PR,SAMSUNG A146M GALAXY A14 5G 128GB,1752.25,2,369.2,1317.59,222.35,876.125,0.2480582108717364,0.12689399343700955,0.21070052789270938,658.795
MG,SAMSUNG A146M GALAXY A14 5G 128GB,3408.99,4,989.36,2297.03,65.92,852.2475,0.3261845883971498,0.0193371057116624,0.29022085720403995,574.2575
PR,SAMSUNG A057M GALAXY A05s 128GB,780.62,1,159.37,592.0,93.66,780.62,0.2416284491814199,0.11998155312443955,0.2041582331992519,592.0
ES,SAMSUNG A146M GALAXY A14 5G 128GB,4380.62,5,432.18,3776.19,38.68,876.124,0.13797818573626563,0.00882980034789596,0.09865726769270104,755.238
PR,SAMSUNG A145M GALAXY A14 128GB,2267.31,3,374.37,1806.43,178.8,755.77,0.20327171846814063,0.0788599706259841,0.16511637138282811,602.1433333333333
PR,SAMSUNG S901E GALAXY S22 5G 128GB,5172.55,2,1373.24,3611.04,954.94,2586.275,0.30188398372176206,0.18461687175571043,0.2654860755333443,1805.52
MG,SAMSUNG A145M GALAXY A14 128GB,1541.77,2,492.13,994.98,76.88,770.885,0.3546508234042691,0.04986476582110172,0.3191980645621591,497.49
PR,SAMSUNG A055M GALAXY A05 128GB,2802.89,4,916.83,1787.08,699.46,700.7225,0.36241522143216465,0.24954957204884962,0.32710167006197177,446.77
ES,LENOVO XT2239-1 MOTO E22 128GB,691.95,1,125.36,540.39,66.27,691.95,0.2190331671363539,0.09577281595491002,0.1811691596213599,540.39
PR,SAMSUNG A346M GALAXY A34 5G 128GB,1314.62,1,202.35,1061.85,88.17,1314.62,0.19227609499322995,0.0670688107590026,0.15392280659049765,1061.85
PR,SAMSUNG A145M GALAXY A14 128GB,770.88,1,135.04,606.56,68.97,770.88,0.21315898713158998,0.08946917808219178,0.1751764217517642,606.56
PR,LENOVO XT2341-1 MOTO G14 128GB,744.57,1,130.86,585.44,67.06,744.57,0.21372067099131042,0.09006540687913829,0.1757524477215037,585.44
PR,SAMSUNG A546E GALAXY A54 5G 128GB,1753.12,1,457.98,1231.21,315.81,1753.12,0.2977035228620972,0.18014169024367985,0.2612371086976362,1231.21
PR,SAMSUNG A145M GALAXY A14 128GB,770.88,1,142.5,599.24,76.82,770.88,0.22265462847654627,0.09965234537152344,0.18485367372353673,599.24
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,737.2,1,88.62,619.87,23.25,737.2,0.15915626695605,0.03153825284861638,0.12021161150298426,619.87
PR,SAMSUNG A346M GALAXY A34 5G 128GB,1237.29,1,126.87,1061.85,15.98,1237.29,0.14179375894091129,0.012915323004307802,0.10253861261304949,1061.85
PR,SAMSUNG A057M GALAXY A05s 128GB,876.12,1,252.59,592.0,182.82,876.12,0.32429347577957357,0.20867004519928775,0.2883052549879012,592.0
PR,SAMSUNG A145M GALAXY A14 128GB,763.05,1,122.76,611.12,56.75,763.05,0.199108839525588,0.07437258371011074,0.16088067623353647,611.12
PR,SAMSUNG A146M GALAXY A14 5G 128GB,876.12,1,196.94,646.67,124.18,876.12,0.2618933479432042,0.14173857462448067,0.22478655891886956,646.67
PR,SAMSUNG S711B GALAXY S23 FE 5G 128GB,2974.1,1,1024.61,1845.36,796.73,2974.1,0.37952321710769643,0.2678894455465519,0.34451094448740793,1845.36
PR,LENOVO XT2335-1 MOTO G53 5G 128GB,876.12,1,221.49,622.55,150.05,876.12,0.2894238232205635,0.171266493174451,0.25280783454321326,622.55
ES,SAMSUNG A145M GALAXY A14 128GB,788.42,1,104.55,653.34,35.16,788.42,0.17133000177570323,0.044595520154232515,0.13260698612414704,653.34
PR,SAMSUNG A057M GALAXY A05s 128GB,876.12,1,252.59,592.0,182.81,876.12,0.32429347577957357,0.20865863123772999,0.2883052549879012,592.0
SC,LENOVO XT2335-1 MOTO G53 5G 128GB,1752.25,2,295.79,1389.71,311.68,876.125,0.206899700385219,0.17787416179198173,0.16880582108717365,694.855
PR,SAMSUNG S711B GALAXY S23 FE 5G 128GB,2630.12,1,675.35,1858.64,461.43,2630.12,0.2933250193907502,0.1754406643042903,0.2567753562575092,1858.64
PR,SAMSUNG A546E GALAXY A54 5G 128GB,1650.0,1,260.45,1326.38,117.47,1650.0,0.19613333333333327,0.07119393939393939,0.15784848484848485,1326.38
PR,SAMSUNG A145M GALAXY A14 128GB,770.88,1,152.39,589.52,87.25,770.88,0.23526359485263593,0.11318233706932337,0.19768316728933166,589.52
ES,SAMSUNG A146M GALAXY A14 5G 128GB,1804.87,2,211.08,1523.4,50.72,902.435,0.15595029004859062,0.02810174694022284,0.11695025126463403,761.7
PR,LENOVO XT2343-1 MOTO G54 5G 128GB,1139.22,1,365.49,733.38,276.75,1139.22,0.35624374572075634,0.2429293727287091,0.32082477484594724,733.38
PR,SAMSUNG A146M GALAXY A14 5G 128GB,876.12,1,178.65,664.64,104.9,876.12,0.241382459023878,0.11973245674108571,0.20391042322969458,664.64
